WINDMILL POINT,4530 E LANSING RD,BANCROFT,48414,42.882907,-84.069001
EZ QUICKMART  INC.,546 N. CEDAR ST,IMLAY CITY,48444,43.03157,-83.071504
RIDAN PARTY STORE,7302 W MT MORRIS RD,FLUSHING,48433,43.063083,-83.851073
CLARK--LAPEER,252 S. MAIN ST,LAPEER,48446,43.047505,-83.318854
BEARD'S PARTY STORE,11289 SILVER LAKE RD,BYRON,48418,42.811048,-83.893376
MOORES MARKET,2180 MILLVILLE RD,LAPEER,48446,43.091173,-83.345028
COUNTRY MARKET BURNSIDE,5977 VAN DYKE,BROWN CITY,48416,43.212249,-82.98966
FENTON FIRE HALL,201 S LEROY ST,FENTON,48430,42.796846,-83.703544
LOUIE'S SPORTS TAVERN,3301 DAVISON,LAPEER,48446,43.051416,-83.318834
WESTSIDE PARTY STORE,2990 W GENESEE ST,LAPEER,48446,43.050195,-83.342466
SLATERVILLE MARKET,2602 IMLAY CITY RD,LAPEER,48446,43.045685,-83.241567
LAKE MARKET,1372 E LAKE RD,CLIO,48420,22.51449,88.34938
PARTY TYME DELI,3235 W THOMPSON RD,FENTON,48430,42.862387,-83.738174
ELSIE TOWN TUB,133 N OVID ST,ELSIE,48831,43.088898,-84.387237
MONTROSE EXPRESS,256 W. STATE ST,MONTROSE,48457,43.176194,-83.898648
KNIGHT ENTERPRISES #78,3325 OWEN,FENTON,48430,42.797806,-83.70495
EAST ANNROOK PARTY STORE,142 E NEPESSING RD,LAPEER,48446,43.056393,-83.306152
AL & JERRY'S MARKET,7110 N SAGINAW RD,MT MORRIS,48458,43.107606,-83.693961
TONY'S KWIK MART,5124 E HILL RD,GRAND BLANC,48439,42.944751,-83.60847
THE POINT BAR AND GRILL,5545 S SAGINAW RD,FLINT,48507,42.948604,-83.654555
HILL RD. MARKET,2372 E HILL RD,GRAND BLANC,48439,42.944056,-83.658411
CLIO  INC,4141 W. VIENNA RD,CLIO,48420,43.177247,-83.759269
WARWICK PARTY STORE,9523 S SAGINAW RD,GRAND BLANC,48439,42.887872,-83.598779
GOLDEN SPOT LIQUOR,1909 E COURT ST,FLINT,48503,43.014553,-83.672076
SHELL FOOD MART,109 CORUNNA AVE,OWOSSO,48867,42.993064,-84.170159
MCNEIL STREET MARKET,444 E MCMEIL ST,CORUNNA,48817,42.981973,-84.117745
SMOKIN' JOHNNY V'S,446 MCNEIL,CORUNNA,48817,42.981973,-84.117745
KHOURI MARKET,3239 DAVISON RD,FLINT,48506,43.033237,-83.645816
WINE BARREL PARTY STORE,5458 PERRY RD,GRAND BLANC,48439,42.930048,-83.598132
LAKESIDE MARKET,2242 N LONG LAKE RD,FENTON,48430,42.857103,-83.715947
BENNETT LAKE MARKET,7150 BENNETT LAKE RD,FENTON,48430,42.775899,-83.822259
BP OWEN RD,3238 OWEN RD,FENTON,48430,42.790388,-83.736254
MARK'S  IGA,7400 WOODBURY RD,LAINGSBURG,48848,42.883916,-84.340299
FICKS MARKET,2490 N ELBA RD,LAPEER,48446,43.097592,-83.443443
MEIJER #213,9515 BIRCH RUN RD,BIRCH RUN,48415,43.250818,-83.765482
MEIJER #203,15400 WALDRON,BIG RAPIDS,49307,43.698078,-85.483656
MEIJER #48,2980 WILDER RD.,BAY CITY,48706,43.621473,-83.934155
MEIJER #187,595 N PINE ROAD,BAY CITY,48708,43.582902,-83.83927
MEIJER #42,8400 GRATIOT ROAD,SAGINAW,48603,43.418177,-84.079818
MEIJER #69,1015 EAST PICKARD STREET,MT PLEASANT,48858,43.6123,-84.763831
MEIJER #108,7300 EASTMAN ROAD,MIDLAND,48642,43.662526,-84.246495
MEIJER #257,1201 LEARS ROAD,PETOSKEY,49770,45.345824,-84.964506
MEIJER #250,250 MEIJER DRIVE,GAYLORD,49735,45.026978,-84.723083
MEIJER #270,2805 WEST CHEESMAN RD,ALMA,48801,43.398286,-84.662436
VALLEY PRODUCE,1607 E. PATRICK,MIDLAND,48342,42.642381,-83.277359
THE LAGER MILL,701 MILL,FRANKENMUTH,48734,43.325316,-83.741498
MEIJER #43,3360 TITTABAWASSEE ROAD,SAGINAW,48604,43.482419,-83.982656
WALMART #1428 - MP,4730 ENCORE,MT PLEASANT,48858,43.597807,-84.767514
WESTWOOD PARTY,5645 STATE STREET STE A,SAGINAW,48603,43.436263,-84.02667
J P DISCOUNT - NORTH,3389 S HURON ROAD,BAY CITY,48706,43.641356,-83.930639
DEPOT PARTY STORE,6055 TITTABAWASEE,SAGINAW,48603,43.453002,-84.027317
LAKE GENERAL STORE,9300 S SCHOOL,LAKE,48632,43.851785,-85.005188
FREELAND DAIRY,200 KING,FREELAND,48623,43.526249,-84.121966
GOOD TIMES MARKET,9538 EAST ROAD,BURT,48417,43.284763,-83.953558
TRIPLE DEUCE PARTY STORE,222 S WASHINGTON,MT PLEASANT,48858,43.597807,-84.767514
CHANDLER'S MARKET,245 W. SAGINAW ST,HEMLOCK,48626,43.414394,-84.231552
MIDLAND LIQUOR,2502 N. EASTMAN,MIDLAND,48640,43.615583,-84.247212
RED'S OAKRIDGE PARTY STOR,2405 W LUDINGTON,FARWELL,48622,43.835025,-84.866967
CARROW SUPERMARKET INC,2545 W CADILLAC,FARWELL,48622,43.835025,-84.866967
POSSUM'S PUMP & PARTY,4007 PEET ROAD,CHESANING,48616,43.175479,-83.989286
HANSON'S PARTY STORE,19585 30TH AVE,BARRYTON,49305,43.749944,-85.147814
MACKENZIE'S SUBURBANETTE,7890 ALGER,ALMA,48801,43.37892,-84.659727
SOUVENIRS & CHEERS,713 MAIN STREET,FRANKENMUTH,48734,43.326545,-83.739838
SASSY LOON,8865 M-119,HARBOR SPRINGS,49740,45.431676,-84.991999
FRUITLAND MARKET,1646 W. MIDLAND ROAD,AUBURN,48611,43.604132,-84.114068
FRANK'S SUPERMARKET,1045 W. BROAD STREET,CHESANING,48616,43.185416,-84.126569
PATS FOOD CENTER,7620 MIDLAND ROAD,FREELAND,48623,43.519659,-84.118807
PERE MARKET & ANTIQUES,8990 PERE MARQUETTE,CLARE,48617,43.81947,-84.768628
THE KEG,1044 EAST CENTER STREET,ITHACA,48847,43.291632,-84.592872
OPPERMANN'S CORK N ALE,2940 MIDLAND ROAD,SAGINAW,48603,43.450528,-84.06241
MITCHELL'S GOURMET DELI,197 E WRIGHT,SHEPHERD,48883,43.524475,-84.694732
EASTSIDE MARKET,307 S THIRD STREET,BIG RAPIDS,49307,43.697976,-85.470998
BULL DOG PARTY STORE,1709 S STATE,BIG RAPIDS,49307,43.698078,-85.483656
POHL'S MARKET/DENNIS POHL,2921 W COLEMAN RD,FARWELL,48602,43.430465,-83.963843
DOUBLE S PARTY STORE,1461 S. HURON ROAD,KAWKAWLIN,48631,43.696931,-83.967377
KEN'S VILLAGE MARKET,6433 BARBARA,INDIAN RIVER,48622,43.848193,-84.877639
WESTOWN GROCERY & DELI,1013 W. ISABELLA,MIDLAND,48631,43.69076,-83.995588
MARTIN'S KOUNTRY KORNER,2977 W REMUS,MT PLEASANT,49749,45.417124,-84.60983
MIDLAND WINE & SPIRITS,517 S SAGINAW,MIDLAND,48640,43.615583,-84.247212
LIQUOR 1,1707 S MISSION,MT PLEASANT,48858,43.597807,-84.767514
BOB'S PARTY STORE,4012 N CLARE,HARRISON,49349,43.596203,-85.725637
LONG LAKE BAR,8038 N CLARE,HARRISON,49349,43.596203,-85.725637
SHATTUCK MARKET,417 SHATTUCK,SAGINAW,48640,43.593213,-84.333169
BORLAND GAS & GROCERY,4981 NORTHLAND,MORLEY,49336,43.490861,-85.443928
FALER DRUGS,1806 COURT STREET,SAGINAW,48602,43.425724,-83.974628
GORDONVILLE GROCERY,1563 MERIDIAN,MIDLAND,48640,43.615583,-84.247212
BRIDGE ST WINE & SPIRITS,100 BELVEDERE,CHARLEVOIX,49720,45.318063,-85.2584
SOUTH SIDE MARKET,1700 CASS AVE,BAY CITY,48708,43.565736,-83.876151
RON BESON'S CORNER STORE,1491 N. HURON ROAD,PINCONNING,48634,43.742369,-84.069596
7-ELEVEN #36901,302 WEST BROOMFIELD ROAD,MT PLEASANT,48858,43.582353,-84.850081
D&D INTERSTATE,8371 MILL STREET,VANDERBILT,49795,45.146628,-84.664005
PAXSON OIL COMPANY,8795 MAIN STREET,BIRCH RUN,48415,43.250762,-83.778702
LALONDE'S FOOD,4007 JEFFERSON AVENUE,MIDLAND,48640,43.634021,-84.226952
EMPTY KEG PARTY STORE,122 EAST PICKARD STREET,MT PLEASANT,48858,43.611122,-84.847534
CLARE PARTY STORE  THE,321 S MC EWAN,CLARE,48617,43.81947,-84.768628
BAYWOOD PARTY STORE,2736 BAY ROAD,SAGINAW,48602,43.444581,-83.974907
JENNY'S FOOD STORES,6340 BAY ROAD,SAGINAW,48602,43.499411,-83.972604
KERNS GROCERY,2775 DODGE LAKE,HARRISON,48625,44.019186,-84.799467
SAGINAW ROAD PARTY STORE,4900 N. SAGINAW ROAD,MIDLAND,48640,43.64126,-84.287751
ST CHARLES OIL COMPANY,635 N. SAGINAW STREET,ST CHARLES,48655,43.300914,-84.143982
KING LIQUOR,536 W CENTER RD,ESSEXVILLE,48732,43.594212,-83.801109
WHITE STAR,4545 N MICHIGAN,SAGINAW,48604,43.507235,-83.963843
BOARDWALK PARTY/BAY ROAD,3330 BAY ROAD,SAGINAW,48602,43.455836,-83.975144
OTSEGO LAKE CORNER STORE,4800 W OTSEGO LAKE DR,GAYLORD,49735,44.962453,-84.707846
COURT ST PARTY MART,1101 COURT ST,CHEBOYGAN,49721,45.640683,-84.489495
EUCLID PARTY STORE,200 N. EUCLID ST.,BAY CITY,48708,43.601296,-83.915196
COUNTRY CRNR PLAZA SERVIC,8410 100TH AVE,STANWOOD,49346,43.589104,-85.284156
CORNER GROCER,1045 KALAMAZOO,PETOSKEY,49770,45.373343,-84.95533
EASTMAN PARTY STORE,5205 EASTMAN AVENUE,MIDLAND,48640,43.644832,-84.247279
EAST BAY GENERAL STORE IN,19961 EAST CHIPPEWA DRIVE,CHIPPEWA LAKE,49320,43.756448,-85.279765
LAWNDALE MARKET,3009 LAWNDALE ROAD,SAGINAW,48603,43.452015,-84.034408
